ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
1071,257,257,Hugo,Jones,25,NOVEMBER,1882,"2 Pilot Row, Broadhaven, Caithness",M,Rory,Jones,ALLUM MARK WORKER,Chantelle,Anderson,DOMESTIC SERVANT,20,OCTOBER,1878,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1071,1071,830,799,1071,257,799,830,,,,,,,,,NA
1073,264,264,William,Mcbain,27,JUNE,1882,"571 Rathad an Duin, Na h-Eileanan Siar",M,Oliver,Mcbain,PLOUGHMAN,Chloe,Grant,SERVT,24,JULY,1877,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1073,1073,876,843,1073,264,843,876,,,,,,,,,NA
1075,241,241,Thomas,Powell,10,NOVEMBER,1883,"1 Young Crescent, Caithness",M,Jacob,Powell,WEAVER,Sarah,Perrie,,16,NOVEMBER,1869,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1075,1075,780,765,1075,241,765,780,,,,,,,,,NA
1077,256,256,George,Cruickshanks,15,JUNE,1883,"61 The Gardens, East Lothian",M,Jack,Cruickshanks,LAWYERS GENERAL CLERK,Penny,Drake,GENERAL WORKER,24,APRIL,1875,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,1077,1077,800,801,1077,256,801,800,,,,,,,,,NA
1079,240,240,Aaron,Mullen,31,DECEMBER,1883,"581 Rathad an Duin, Na h-Eileanan Siar",M,Joshua,Mullen,FISHERMAN,Lauren,Mcbain,,22,DECEMBER,1868,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1079,1079,806,665,1079,240,665,806,332,,,,,,,,NA
1081,261,261,Stuart,Anderson,14,MARCH,1883,"45 Corsar Croft, Kirkton, Angus",M,Charles,Anderson,COAL MINER,Amy,Jones,WASHERWOMAN,27,SEPTEMBER,1876,"Kirkton Angus",,SYNTHETIC DATA PRODUCED USING VALIPOP,1081,1081,836,845,1081,261,845,836,331,,,,,,,,NA
1083,271,271,Simon,Jones,27,SEPTEMBER,1883,"2 Leith Walk, Pulteneytown, Wick",M,James,Jones,DRAPER,Christina,Anderson,UMBERELLA MAKER,20,SEPTEMBER,1880,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1083,1083,862,823,1083,271,823,862,321,,,,,,,,NA
1085,264,264,Maxwell,Mcbain,29,DECEMBER,1883,"571 Rathad an Duin, Na h-Eileanan Siar",M,Oliver,Mcbain,PLOUGHMAN,Chloe,Grant,SERVT,24,JULY,1877,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1085,1085,876,843,1085,264,843,876,317,,,,,,,,NA
1087,236,236,Paul,Drake,16,JANUARY,1884,"1 Huddart Street, Pulteneytown, Wick",M,Toby,Drake,AG LAB,Sarah,Mcbain,,18,JANUARY,1867,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1087,1087,764,751,1087,236,751,764,,,,,,,,,NA
1089,242,242,Samuel,Cruickshanks,25,SEPTEMBER,1884,"11 Gearra Mor, Na h-Eileanan Siar",M,Qasim,Cruickshanks,EARTHENWARE PRINTER,Natasha,Mcbain,AGR LABOURER,20,NOVEMBER,1869,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1089,1089,802,789,1089,242,789,802,,,,,,,,,NA
1091,260,260,Matthew,Cruickshanks,7,MAY,1884,"1 Newton Avenue, Pulteneytown, Wick",M,Aminur,Cruickshanks,WOOL WARPER,Rachel,Anderson,STARCH WORKER,31,DECEMBER,1878,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1091,1091,880,819,1091,260,819,880,314,,,,,,,,NA
1093,245,245,Oliver,Perrie,13,MARCH,1885,"6 Swanson Drive, Harden, Wick",M,Maximillian,Perrie,AG LAB,Uzma,Jones,FARM SERV,26,FEBRUARY,1872,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1093,1093,794,739,1093,245,739,794,,,,,,,,,NA
1095,248,248,Nial,Drake,26,MAY,1885,"1 Ladylands Drive, Glenburn Hall, Jedburgh",M,Alexander,Drake,MASON,Georgia,Drake,,11,DECEMBER,1870,"Glenburn Hall Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1095,1095,818,663,1095,248,663,818,,,,,,,,,NA
1097,261,261,Joshua,Anderson,22,AUGUST,1885,"45 Corsar Croft, Kirkton, Angus",M,Charles,Anderson,COAL MINER,Amy,Jones,WASHERWOMAN,27,SEPTEMBER,1876,"Kirkton Angus",,SYNTHETIC DATA PRODUCED USING VALIPOP,1097,1097,836,845,1097,261,845,836,,,,,,,,,NA
1099,274,274,Sean,Grant,4,JUNE,1885,"89 Upper Kinneddar, Fife",M,Samuel,Grant,SPIRIT DEALERS MANAGER,Gemma,Mcbain,,14,FEBRUARY,1882,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,1099,1099,846,865,1099,274,865,846,,,,,,,,,NA
1101,252,252,Sam,Anderson,2,NOVEMBER,1885,"12 Gearra Mor, Na h-Eileanan Siar",M,Kieran,Anderson,POST RUNNER CROFTER 4 ACRES,Jessica,Mullen,COTTON BLEACHER,29,OCTOBER,1875,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1101,1101,870,717,1101,252,717,870,,,,,,,,,NA
1103,277,277,Joshua,Jones,21,MAY,1885,"102 Lower Station Road, Auchreoch, Stirling",M,Aydin,Jones,WRIGHT,Robyn,Anderson,DOMESTIC SERVANT,28,SEPTEMBER,1882,"Auchreoch Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,1103,1103,910,863,1103,277,863,910,,,,,,,,,NA
1105,236,236,Alexander,Drake,26,NOVEMBER,1886,"1 Huddart Street, Pulteneytown, Wick",M,Toby,Drake,AG LAB,Sarah,Mcbain,FUND HOLDER,18,JANUARY,1867,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1105,1105,764,751,1105,236,751,764,,,,,,,,,NA
1107,257,257,Rowan,Jones,29,APRIL,1886,"2 Pilot Row, Broadhaven, Caithness",M,Rory,Jones,ALLUM MARK WORKER,Chantelle,Anderson,STAYMAKER,20,OCTOBER,1878,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1107,1107,830,799,1107,257,799,830,,,,,,,,,NA
1109,279,279,Paul,Mcbain,25,AUGUST,1886,"583 Rathad an Duin, Na h-Eileanan Siar",M,Kyle,Mcbain,TEACHER ENGLISH BRANCHES,Rachel,Anderson,STARCH WORKER,26,AUGUST,1885,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1109,1109,880,839,1109,279,839,880,330,,,,,,,,NA
1111,226,226,Ryan,Jones,16,JUNE,1887,"1 Baron's Court, Pulteneytown, Wick",M,Harry,Jones,CROFTER,Sarah,Drake,,6,AUGUST,1862,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1111,1111,740,741,1111,226,741,740,,,,,,,,,NA
1113,280,280,Simon,Cruickshanks,31,DECEMBER,1887,"1 Mowat Place, Broadhaven, Wick",M,Aminur,Cruickshanks,WOOL WARPER,Megan,Jones,,15,APRIL,1888,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1113,1113,808,819,1113,280,819,808,,,,,,,,,NA
1115,240,240,Joseph,Mullen,24,NOVEMBER,1887,"581 Rathad an Duin, Na h-Eileanan Siar",M,Joshua,Mullen,FISHERMAN,Lauren,Mcbain,,22,DECEMBER,1868,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1115,1115,806,665,1115,240,665,806,337,,,,,,,,NA
1117,281,281,Matthew,Mcbain,15,APRIL,1887,"584 Rathad an Duin, Na h-Eileanan Siar",M,Thomas,Mcbain,OPERATIVE COTTON SPINNER,Chloe,Perrie,DOMESTIC SERVT,9,JULY,1883,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1117,1117,842,791,1117,281,791,842,345,,,,,,,,NA
1119,276,276,Jacob,Mullen,30,JUNE,1887,"2 Gearra Mor, Na h-Eileanan Siar",M,Rory,Mullen,COACHMAN DOMESTIC SERV,Chloe,Drake,AG LAB,25,JANUARY,1882,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1119,1119,878,881,1119,276,881,878,328,,,,,,,,NA
1121,263,263,Muhammad,Anderson,26,APRIL,1888,"570 Rathad an Duin, Na h-Eileanan Siar",M,Teejay,Anderson,RAILY LABR,Faye,Mcbain,DOMESTIC SERVANT,29,MAY,1879,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1121,1121,822,771,1121,263,771,822,,,,,,,,,NA
1123,257,257,Alex,Jones,24,JANUARY,1888,"2 Pilot Row, Broadhaven, Caithness",M,Rory,Jones,ALLUM MARK WORKER,Chantelle,Anderson,STAYMAKER,20,OCTOBER,1878,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1123,1123,830,799,1123,257,799,830,,,,,,,,,NA
1125,282,282,Tristen,Mcbain,29,AUGUST,1888,"1 Waverley Road, Pulteneytown, Wick",M,Thomas,Mcbain,OPERATIVE COTTON SPINNER,Leoni,Anderson,,14,AUGUST,1887,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1125,1125,898,791,1125,282,791,898,,,,,,,,,NA
1127,257,257,Ihtishaam,Jones,1,JUNE,1889,"2 Pilot Row, Broadhaven, Caithness",M,Rory,Jones,ALLUM MARK WORKER,Chantelle,Anderson,STAYMAKER,20,OCTOBER,1878,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1127,1127,830,799,1127,257,799,830,,,,,,,,,NA
1129,284,284,Joshua,Jones,27,FEBRUARY,1889,"13 Gearra Mor, Na h-Eileanan Siar",M,Danyaal,Jones,SOLDIER,Kayleigh,Mullen,HOUSE KEEPER,7,JULY,1886,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1129,1129,942,887,1129,284,887,942,,,,,,,,,NA
1131,256,256,Jacob,Cruickshanks,3,APRIL,1890,"61 The Gardens, East Lothian",M,Jack,Cruickshanks,LAWYERS GENERAL CLERK,Penny,Drake,GENERAL WORKER,24,APRIL,1875,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,1131,1131,800,801,1131,256,801,800,,,,,,,,,NA
1133,242,242,Connor,Cruickshanks,1,MARCH,1890,"11 Gearra Mor, Na h-Eileanan Siar",M,Qasim,Cruickshanks,RAILWAY WAGGON MENDER,Natasha,Mcbain,AGR LABOURER,20,NOVEMBER,1869,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1133,1133,802,789,1133,242,789,802,,,,,,,,,NA
1135,278,278,Nicholas,Perrie,23,JUNE,1890,"1 Buie Haugh, Echline, Kirkliston",M,Dylan,Perrie,LABOURER IN SUGAR HOUSE,Georgia,Drake,,16,FEBRUARY,1886,"Echline Kirkliston ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1135,1135,818,835,1135,278,835,818,325,,,,,,,,NA
1137,279,279,Thomas,Mcbain,15,FEBRUARY,1890,"583 Rathad an Duin, Na h-Eileanan Siar",M,Kyle,Mcbain,TEACHER ENGLISH BRANCHES,Rachel,Anderson,STARCH WORKER,26,AUGUST,1885,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1137,1137,880,839,1137,279,839,880,,,,,,,,,NA
1139,264,264,Thomas,Mcbain,7,MAY,1890,"571 Rathad an Duin, Na h-Eileanan Siar",M,Oliver,Mcbain,LABOURER AT COLLIERY,Chloe,Grant,SERVT,24,JULY,1877,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1139,1139,876,843,1139,264,843,876,,,,,,,,,NA
1141,283,283,Jake,Black,21,JULY,1890,"4 Gearra Mor, Na h-Eileanan Siar",M,Matthew,Black,PLOUGHMAN,Laura,Cruickshanks,,17,DECEMBER,1889,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1141,1141,940,929,1141,283,929,940,336,,,,,,,,NA
1143,285,285,Thomas,Anderson,20,NOVEMBER,1890,"13 Kinneil Park, Croc, North Ayrshire",M,Rhys,Anderson,LEARNING TO BE A FARMER,Erin,Drake,SCHOLAR,31,MAY,1890,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1143,1143,986,923,1143,285,923,986,326,,,,,,,,NA
1145,265,265,Stephen,Anderson,19,JULY,1891,"1 Murray Crescent, Croc, North Ayrshire",M,Dipesh,Anderson,LATE CANVASSER,Charlotte,Mcbain,BARMAID,18,SEPTEMBER,1880,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1145,1145,872,837,1145,265,837,872,,,,,,,,,NA
1147,264,264,Lewis,Mcbain,19,MAY,1891,"571 Rathad an Duin, Na h-Eileanan Siar",M,Oliver,Mcbain,LABOURER AT COLLIERY,Chloe,Grant,FLAX SPIN,24,JULY,1877,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1147,1147,876,843,1147,264,843,876,,,,,,,,,NA
1149,282,282,Connor,Mcbain,24,MAY,1891,"1 Waverley Road, Pulteneytown, Wick",M,Thomas,Mcbain,FISHERMAN,Leoni,Anderson,,14,AUGUST,1887,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1149,1149,898,791,1149,282,791,898,335,,,,,,,,NA
1151,256,256,Guy,Cruickshanks,28,NOVEMBER,1892,"61 The Gardens, East Lothian",M,Jack,Cruickshanks,COMMERCIAL TRAVELLER,Penny,Drake,,24,APRIL,1875,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,1151,1151,800,801,1151,256,801,800,320,347,,,,,,,NA
1153,287,287,Ben,Mcbain,2,JUNE,1892,"1 Stein Square, Broomridge, Bannockburn",M,Shiv,Mcbain,RAILWAY LABOURER,Alana,Grant,DOMESTIC SERV,3,AUGUST,1889,"Broomridge Bannockburn ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1153,1153,874,883,1153,287,883,874,329,,,,,,,,NA
1155,279,279,Matthew,Mcbain,15,JANUARY,1892,"583 Rathad an Duin, Na h-Eileanan Siar",M,Kyle,Mcbain,TEACHER ENGLISH BRANCHES,Rachel,Anderson,MILL WORKER,26,AUGUST,1885,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1155,1155,880,839,1155,279,839,880,342,,,,,,,,NA
1157,289,289,Liam,Mcbain,6,NOVEMBER,1892,"2 Old Bridge End, Scaurs, Jedburgh",M,Gordon,Mcbain,SHOEMAKER JOUR,Masuma,Anderson,,4,AUGUST,1889,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1157,1157,932,939,1157,289,939,932,340,,,,,,,,NA
1159,291,291,Adam,Perrie,7,SEPTEMBER,1892,"579 Rathad an Duin, Na h-Eileanan Siar",M,Jack,Perrie,GROOM,Erin,Mcbain,,12,DECEMBER,1889,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1159,1159,928,855,1159,291,855,928,,,,,,,,,NA
1161,285,285,Jack,Anderson,24,DECEMBER,1892,"13 Kinneil Park, Croc, North Ayrshire",M,Rhys,Anderson,LEARNING TO BE A FARMER,Erin,Drake,SCHOLAR,31,MAY,1890,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1161,1161,986,923,1161,285,923,986,,,,,,,,,NA
1163,292,292,Luke,Black,21,MARCH,1893,"198 School Lane, Na h-Eileanan Siar",M,Charles,Black,BOOKBINDER JOUR,Lydia,Cruickshanks,STOCKING NITTERS,23,AUGUST,1890,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1163,1163,926,861,1163,292,861,926,,,,,,,,,NA
1165,290,290,Matthew,Perrie,22,APRIL,1893,"1589 Castle Road, South Ayrshire",M,George,Perrie,FARMERS SON,Jessica,Cruickshanks,COTTON MILL WORKER,7,DECEMBER,1889,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1165,1165,934,903,1165,290,903,934,,,,,,,,,NA
1167,257,257,James,Jones,17,NOVEMBER,1894,"2 Pilot Row, Broadhaven, Caithness",M,Rory,Jones,LINEN WEAVER,Chantelle,Anderson,STAYMAKER,20,OCTOBER,1878,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1167,1167,830,799,1167,257,799,830,,,,,,,,,NA
1169,282,282,Luke,Mcbain,25,NOVEMBER,1894,"1 Waverley Road, Pulteneytown, Wick",M,Thomas,Mcbain,FISHERMAN,Leoni,Anderson,CROFTER WIFE,14,AUGUST,1887,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1169,1169,898,791,1169,282,791,898,,,,,,,,,NA
1171,283,283,Joseph,Black,6,JUNE,1894,"4 Gearra Mor, Na h-Eileanan Siar",M,Matthew,Black,PLOUGHMAN,Laura,Cruickshanks,,17,DECEMBER,1889,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1171,1171,940,929,1171,283,929,940,,,,,,,,,NA
1173,295,295,Harry,Cruickshanks,16,JANUARY,1895,"1 Pilot Place, Broadhaven, Caithness",M,Muhammad,Cruickshanks,BEAMER IN PRINT WORK,Chloe,Drake,,18,JULY,1892,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1173,1173,878,925,1173,295,925,878,,,,,,,,,NA
1175,296,296,Jack,Black,22,OCTOBER,1895,"1 Cora Linn Court, North Ayrshire",M,Oliver,Black,LABOURER,Masuma,Anderson,,18,JUNE,1895,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1175,1175,932,927,1175,296,927,932,,,,,,,,,NA
1177,298,298,Daniel,Anderson,16,SEPTEMBER,1896,"1 Brown Place, Pulteneytown, Wick",M,Asim,Anderson,COAL DEALER,Billie,Mcbain,DOMESTIC SERVANT,11,MARCH,1896,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1177,1177,886,869,1177,298,869,886,349,,,,,,,,NA
1179,299,299,Jack,Mullen,6,MAY,1896,"90 Meadow Bank, Moffat, Dumfries and Galloway",M,Kieran,Mullen,BLACKSMITH,Erin,Drake,COTTON MILL WORKER,23,NOVEMBER,1895,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,1179,1179,986,989,1179,299,989,986,324,,,,,,,,NA
1181,301,301,Cameron,Mullen,21,MARCH,1896,"568 Rathad an Duin, Na h-Eileanan Siar",M,Niall,Mullen,CLOCK MAKER,Isabel,Perrie,SCHOLAR,7,DECEMBER,1894,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1181,1181,1012,907,1181,301,907,1012,334,,,,,,,,NA
1183,302,302,Daniel,Mcbain,20,DECEMBER,1897,"169 Battery Road, Pulteneytown, Wick",M,Harry,Mcbain,,Rachel,Anderson,MILL WORKER,19,MARCH,1896,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1183,1183,880,963,1183,302,963,880,,,,,,,,,NA
1185,296,296,Mark,Black,20,OCTOBER,1897,"1 Cora Linn Court, North Ayrshire",M,Oliver,Black,LABOURER,Masuma,Anderson,,18,JUNE,1895,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1185,1185,932,927,1185,296,927,932,359,,,,,,,,NA
1187,305,305,Felix,Grant,22,FEBRUARY,1898,"1 Cherry Bank, Southfield, Scottish Borders",M,Samuel,Grant,LABOURER,Jessica,Cruickshanks,,1,MAY,1895,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,1187,1187,934,865,1187,305,865,934,344,,,,,,,,NA
1189,300,300,Satnam,Drake,5,SEPTEMBER,1898,"3 Pilot Row, Broadhaven, Caithness",M,Ellis,Drake,COAL MINER,Brooke,Mullen,,26,MARCH,1896,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1189,1189,1014,991,1189,300,991,1014,351,,,,,,,,NA
1191,306,306,Jordan,Cruickshanks,26,OCTOBER,1899,"1 Gearra Mor, Na h-Eileanan Siar",M,Dominic,Cruickshanks,MILLWRIGHT,Uzma,Jones,WIFE,26,OCTOBER,1897,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1191,1191,794,809,1191,306,809,794,,,,,,,,,NA
1193,307,307,Kieran,Mullen,26,APRIL,1899,"1 Creag Ruadh Place, Na h-Eileanan Siar",M,Ross,Mullen,,Jessica,Powell,AG LAB,6,NOVEMBER,1895,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1193,1193,1030,961,1193,307,961,1030,346,,,,,,,,NA
1195,305,305,Kiran,Grant,9,OCTOBER,1900,"1 Cherry Bank, Southfield, Scottish Borders",M,Samuel,Grant,HOUSE CARPENTER,Jessica,Cruickshanks,,1,MAY,1895,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,1195,1195,934,865,1195,305,865,934,339,,,,,,,,NA
1197,299,299,Daniel,Mullen,20,APRIL,1900,"90 Meadow Bank, Moffat, Dumfries and Galloway",M,Kieran,Mullen,BLACKSMITH,Erin,Drake,COTTON MILL WORKER,23,NOVEMBER,1895,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,1197,1197,986,989,1197,299,989,986,341,,,,,,,,NA
1199,308,308,Daniel,Mullen,7,JANUARY,1901,"571 Rathad an Duin, Na h-Eileanan Siar",M,George,Mullen,CARNAGE MAKER JOURNEYMAN,Caroline,Mcbain,DOMESTIC SERVANT,6,MARCH,1897,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1199,1199,960,1021,1199,308,1021,960,364,,,,,,,,NA
1201,309,309,Jay,Cruickshanks,12,OCTOBER,1901,"11 Leishman Avenue, Pulteneytown, Wick",M,Paul,Cruickshanks,SHIP CARPENTER,Jessica,Anderson,DRESSMAKER,28,APRIL,1899,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1201,1201,1034,933,1201,309,933,1034,343,,,,,,,,NA
1203,297,297,Lewis,Powell,13,DECEMBER,1902,"8 Swanson Drive, Harden, Wick",M,Daniel,Powell,AGRICULTURAL LABOURER,Chloe,Grant,,23,JULY,1896,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1203,1203,876,805,1203,297,805,876,356,,,,,,,,NA
1205,296,296,Joseph,Black,21,JULY,1902,"1 Cora Linn Court, North Ayrshire",M,Oliver,Black,COACHMAN,Masuma,Anderson,,18,JUNE,1895,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1205,1205,932,927,1205,296,927,932,373,,,,,,,,NA
1207,308,308,Luke,Mullen,21,NOVEMBER,1902,"571 Rathad an Duin, Na h-Eileanan Siar",M,George,Mullen,CARNAGE MAKER JOURNEYMAN,Caroline,Mcbain,SHOP KEEPER,6,MARCH,1897,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1207,1207,960,1021,1207,308,1021,960,363,,,,,,,,NA
1209,311,311,Adeel,Cruickshanks,14,FEBRUARY,1902,"84 Firs Crescent, Hillpark, Bannockburn",M,Matthew,Cruickshanks,IRON SHIP BUILDER LABR,Laura,Cruickshanks,DOMESTIC SERV,24,JUNE,1899,"Hillpark Bannockburn ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1209,1209,1056,1057,1209,311,1057,1056,365,,,,,,,,NA
1211,300,300,James,Drake,5,NOVEMBER,1903,"3 Pilot Row, Broadhaven, Caithness",M,Ellis,Drake,COAL MINER,Brooke,Mullen,,26,MARCH,1896,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1211,1211,1014,991,1211,300,991,1014,,,,,,,,,NA
1213,308,308,Joshua,Mullen,23,AUGUST,1904,"571 Rathad an Duin, Na h-Eileanan Siar",M,George,Mullen,CARNAGE MAKER JOURNEYMAN,Caroline,Mcbain,SHOP KEEPER,6,MARCH,1897,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1213,1213,960,1021,1213,308,1021,960,355,,,,,,,,NA
1215,313,313,Daniel,Cruickshanks,19,DECEMBER,1905,"575 Rathad an Duin, Na h-Eileanan Siar",M,Mohammed,Cruickshanks,PAINTER,Sian,Jones,FARMER'S DAUR,4,AUGUST,1902,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1215,1215,1044,1031,1215,313,1031,1044,353,,,,,,,,NA
1217,315,315,Maximilian,Jones,21,AUGUST,1905,"576 Rathad an Duin, Na h-Eileanan Siar",M,Troy,Jones,GARDENER,Abigail,Mcbain,DOMESTIC SERT,14,JUNE,1903,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1217,1217,1068,1033,1217,315,1033,1068,361,,,,,,,,NA
1219,300,300,Mohammed,Drake,2,SEPTEMBER,1906,"3 Pilot Row, Broadhaven, Caithness",M,Ellis,Drake,LABOURER,Brooke,Mullen,,26,MARCH,1896,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1219,1219,1014,991,1219,300,991,1014,360,,,,,,,,NA
1221,299,299,Stephen,Mullen,19,DECEMBER,1907,"90 Meadow Bank, Moffat, Dumfries and Galloway",M,Kieran,Mullen,LOCOMOTIVE FIREMAN,Erin,Drake,SERVANT,23,NOVEMBER,1895,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,1221,1221,986,989,1221,299,989,986,352,,,,,,,,NA
1223,309,309,Daniel,Cruickshanks,16,FEBRUARY,1907,"11 Leishman Avenue, Pulteneytown, Wick",M,Paul,Cruickshanks,SHIP CARPENTER,Jessica,Anderson,DRESSMAKER,28,APRIL,1899,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1223,1223,1034,933,1223,309,933,1034,348,350,,,,,,,NA
1225,303,303,Jack,Jones,23,OCTOBER,1908,"569 Rathad an Duin, Na h-Eileanan Siar",M,Maximilian,Jones,SHIPWONER,Tiffany,Anderson,HOUSEKEEPER,26,SEPTEMBER,1894,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1225,1225,900,889,1225,303,889,900,,,,,,,,,NA
1227,319,319,Luke,Mcbain,20,JANUARY,1908,"574 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Mcbain,AG LAB,Stacey,Jones,,14,OCTOBER,1907,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1227,1227,1120,1029,1227,319,1029,1120,358,,,,,,,,NA
