ID,forename(s) of deceased,surname of deceased,occupation,marital status,sex,name of spouse,spouse's occ,day,month,year,address,age at death,father's forename,father's surname,father's occupation,if father deceased,mother's forename,mother's maiden surname,mother's occupation,if mother deceased,death code A,death code B,death code C,notes1,Birth,mar,DECEASED_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,SPOUSE_IDENTITY,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,SPOUSE_MARRIAGE_RECORD_IDENTITY,SPOUSE_BIRTH_RECORD_IDENTITY,IMMIGRANT_GENERATION
1019,Daniel,Perrie,COTTON WEAVER,M,M,Abigail Black,,4,APRIL,1954,"1 Stittenham Street, Highland",76,Andrew,Perrie,,D,Joanna,Jones,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1019,322,1019,672,659,1100,1019,253,659,672,322,1100,NA
1021,George,Mullen,FARMER,W,M,Caroline Mcbain,SHOP KEEPER,10,APRIL,1954,"571 Rathad an Duin, Na h-Eileanan Siar",75,Mohammad,Mullen,,D,Amy,Grant,,D,R68.85,R54.05,,SYNTHETIC DATA PRODUCED USING VALIPOP,1021,308,1021,706,661,960,1021,213,661,706,308,960,NA
1023,Matthew,Anderson,EGGLER SUPD EGG DEALER,B,M,,,21,MAY,1954,"3 Gearra Mor, Na h-Eileanan Siar",75,Harrison,Anderson,,D,Erin,Cruickshanks,,D,K63.92,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1023,,1023,718,697,,1023,225,697,718,,,NA
1025,Kieran,Anderson,WEAVER,B,M,,,3,MAY,1955,"1 Hamilton Terrace, Croc, North Ayrshire",76,Luke,Anderson,,D,Kelsey,Cruickshanks,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1025,,1025,746,699,,1025,232,699,746,,,NA
1027,Benjamin,Cruickshanks,CROFTER & SALMON FISHER,M,M,Kerri Grant,,19,JANUARY,1955,"1 Dal nan Each, Highland",76,James,Cruickshanks,,D,Emma,Jones,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1027,323,1027,766,755,1136,1027,244,755,766,323,1136,NA
1029,Luke,Mcbain,WRIGHT,W,M,Stacey Jones,,8,NOVEMBER,1959,"574 Rathad an Duin, Na h-Eileanan Siar",80,Ramzi,Mcbain,,D,Abigail,Anderson,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1029,319,1029,774,781,1120,1029,255,781,774,319,1120,NA
1031,Mohammed,Cruickshanks,RETIRED SOLICITOR,W,M,Sian Jones,LABOURER'S WIDOW,18,DECEMBER,1964,"575 Rathad an Duin, Na h-Eileanan Siar",86,Jack,Cruickshanks,,D,Penny,Drake,,D,I66.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1031,313,1031,800,801,1044,1031,256,801,800,313,1044,NA
1033,Troy,Jones,HOUSE HOLDER,W,M,Abigail Mcbain,FORMERLY AG LAB,11,APRIL,1964,"576 Rathad an Duin, Na h-Eileanan Siar",85,Rory,Jones,,D,Chantelle,Anderson,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1033,315,1033,830,799,1068,1033,257,799,830,315,1068,NA
1035,Callum,Drake,,B,M,,,16,DECEMBER,1879,"1 St Molios Park, Croc, North Ayrshire",0,Alexander,Drake,,,Louise,Mcbain,,,J05.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1035,,1035,628,613,,1035,223,613,628,,,NA
1037,Jordan,Cruickshanks,,B,M,,,25,JULY,1881,"2 Hill Avenue, Pulteneytown, Wick",2,Shai,Cruickshanks,,,Emily,Drake,,,P07.30,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,1037,,1037,696,879,,1037,258,879,696,,,NA
1039,Charles,Cruickshanks,,B,M,,,14,JANUARY,1881,"5 Swanson Drive, Harden, Wick",1,Alexander,Cruickshanks,,,Chelsea,Mcbain,,,P07.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1039,,1039,702,713,,1039,243,713,702,,,NA
1041,Ben,Powell,,B,M,,,1,FEBRUARY,1885,"1 Young Crescent, Caithness",6,Jacob,Powell,,,Sarah,Perrie,,,A38.00,R50.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,1041,,1041,780,765,,1041,241,765,780,,,NA
1043,Jordan,Mullen,SCHOLAR,B,M,,,28,MAY,1894,"581 Rathad an Duin, Na h-Eileanan Siar",14,Joshua,Mullen,,D,Lauren,Mcbain,,,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1043,,1043,806,665,,1043,240,665,806,,,NA
1045,Ross,Anderson,CROFTER,B,M,,,5,MAY,1937,"1 Murray Crescent, Croc, North Ayrshire",57,Gilbert,Anderson,,D,Charlotte,Mcbain,,D,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1045,,1045,872,831,,1045,259,831,872,,,NA
1047,Saul,Drake,,B,M,,,24,NOVEMBER,1880,"3 Swanson Drive, Harden, Wick",0,Aaron,Drake,,,Anna,Perrie,,,J05.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1047,,1047,674,709,,1047,214,709,674,,,NA
1049,William,Cruickshanks,SCHOLAR,B,M,,,26,NOVEMBER,1894,"61 The Gardens, East Lothian",14,Jack,Cruickshanks,,,Penny,Drake,,,A41.92,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1049,,1049,800,801,,1049,256,801,800,,,NA
1051,Kieran,Anderson,FARRIER (MASTER),B,M,,,19,OCTOBER,1939,"45 Corsar Croft, Kirkton, Angus",59,Charles,Anderson,,D,Amy,Jones,,D,N05.94,R60.11,,SYNTHETIC DATA PRODUCED USING VALIPOP,1051,,1051,836,845,,1051,261,845,836,,,NA
1053,Matthew,Anderson,BLACKSMITH,B,M,,,19,AUGUST,1940,"12 Gearra Mor, Na h-Eileanan Siar",60,Kieran,Anderson,,D,Jessica,Mullen,,D,C02.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1053,,1053,870,717,,1053,252,717,870,,,NA
1055,Jack,Jones,SCHOLAR,B,M,,,14,NOVEMBER,1894,"1 Baron's Court, Pulteneytown, Wick",13,Harry,Jones,,,Sarah,Drake,,,A01.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1055,,1055,740,741,,1055,226,741,740,,,NA
1057,Matthew,Cruickshanks,MILLAR & FARMER OF 90 AC EMPLOYING 4 LAB,M,M,Laura Cruickshanks,,3,AUGUST,1942,"84 Firs Crescent, Hillpark, Bannockburn",61,Jack,Cruickshanks,,D,Penny,Drake,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1057,311,1057,800,801,1056,1057,256,801,800,311,1056,NA
1059,Connor,Anderson,FARMER OF 14 ACRES,B,M,,,10,MARCH,1950,"570 Rathad an Duin, Na h-Eileanan Siar",68,Teejay,Anderson,,D,Faye,Mcbain,,D,C16.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1059,,1059,822,771,,1059,263,771,822,,,NA
1061,Samuel,Anderson,SQUARE WRIGHT,B,M,,,10,AUGUST,1952,"12 Gearra Mor, Na h-Eileanan Siar",71,Kieran,Anderson,,D,Jessica,Mullen,,D,K65.90,N32.91,N18.50,SYNTHETIC DATA PRODUCED USING VALIPOP,1061,,1061,870,717,,1061,252,717,870,,,NA
1063,Liam,Anderson,FARMER OF 48 ACRES,B,M,,,11,FEBRUARY,1952,"1 Murray Crescent, Croc, North Ayrshire",70,Dipesh,Anderson,,D,Charlotte,Mcbain,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1063,,1063,872,837,,1063,265,837,872,,,NA
1065,Umar,Perrie,,B,M,,,29,SEPTEMBER,1882,"4 Pilot Place, Broadhaven, Caithness",0,Andrew,Perrie,,,Joanna,Jones,,,A38.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1065,,1065,672,659,,1065,253,659,672,,,NA
1067,Ben,Mullen,,B,M,,,17,SEPTEMBER,1882,"1 Holmfoot, Scottish Borders",0,Samuel,Mullen,,,Madison,Anderson,,,A37.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1067,,1067,758,793,,1067,239,793,758,,,NA
1069,Ben,Powell,,B,M,,,23,APRIL,1884,"1 Young Crescent, Caithness",2,Jacob,Powell,,,Sarah,Perrie,,,J05.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1069,,1069,780,765,,1069,241,765,780,,,NA
1071,Hugo,Jones,,B,M,,,15,MAY,1885,"2 Pilot Row, Broadhaven, Caithness",2,Rory,Jones,,,Chantelle,Anderson,,,K63.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1071,,1071,830,799,,1071,257,799,830,,,NA
1073,William,Mcbain,,B,M,,,7,MARCH,1891,"571 Rathad an Duin, Na h-Eileanan Siar",8,Oliver,Mcbain,,,Chloe,Grant,,,J05.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1073,,1073,876,843,,1073,264,843,876,,,NA
1075,Thomas,Powell,,B,M,,,13,NOVEMBER,1895,"1 Young Crescent, Caithness",12,Jacob,Powell,,,Sarah,Perrie,,,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1075,,1075,780,765,,1075,241,765,780,,,NA
1077,George,Cruickshanks,SCHOLAR,B,M,,,10,APRIL,1895,"61 The Gardens, East Lothian",11,Jack,Cruickshanks,,,Penny,Drake,,,A18.21,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1077,,1077,800,801,,1077,256,801,800,,,NA
1079,Aaron,Mullen,CARRIER,M,M,Racheal Perrie,WIFE,9,NOVEMBER,1949,"2615 Main Street, Caithness",65,Joshua,Mullen,,D,Lauren,Mcbain,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1079,332,1079,806,665,1170,1079,240,665,806,332,1170,NA
1081,Stuart,Anderson,STOCKING MAKER,M,M,Charlotte Black,SEWER,15,MAY,1950,"1 Pàirc Bhatasgeir, Na h-Eileanan Siar",67,Charles,Anderson,,D,Amy,Jones,,D,J42.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1081,331,1081,836,845,1148,1081,261,845,836,331,1148,NA
1083,Simon,Jones,RAG MERCHANT,M,M,Ciara Mullen,WASHERWOMAN,24,MARCH,1950,"2 Gearra Mor, Na h-Eileanan Siar",66,James,Jones,,D,Christina,Anderson,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1083,321,1083,862,823,1102,1083,271,823,862,321,1102,NA
1085,Maxwell,Mcbain,STREET PEVER,M,M,Chloe Anderson,CARTER'S WIDOW,5,JANUARY,1955,"1 Swanson Drive, Harden, Wick",71,Oliver,Mcbain,,D,Chloe,Grant,,D,A09.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1085,317,1085,876,843,1072,1085,264,843,876,317,1072,NA
1087,Paul,Drake,,B,M,,,8,OCTOBER,1894,"9 Gearra Mor, Na h-Eileanan Siar",10,Toby,Drake,,D,Sarah,Mcbain,,,A36.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1087,,1087,764,751,,1087,236,751,764,,,NA
1089,Samuel,Cruickshanks,,B,M,,,4,JANUARY,1895,"11 Gearra Mor, Na h-Eileanan Siar",10,Qasim,Cruickshanks,,D,Natasha,Mcbain,,,A18.05,A16.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,1089,,1089,802,789,,1089,242,789,802,,,NA
1091,Matthew,Cruickshanks,COTTON WEAVER,M,M,Frances Perrie,,28,NOVEMBER,1940,"1 Huddart Street, Pulteneytown, Wick",56,Aminur,Cruickshanks,,D,Rachel,Anderson,,D,K22.20,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1091,314,1091,880,819,1070,1091,260,819,880,314,1070,NA
1093,Oliver,Perrie,,B,M,,,13,AUGUST,1885,"6 Swanson Drive, Harden, Wick",0,Maximillian,Perrie,,,Uzma,Jones,,,J05.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1093,,1093,794,739,,1093,245,739,794,,,NA
1095,Nial,Drake,FISHERMANS DAUR,B,M,,,10,NOVEMBER,1887,"1 Buie Haugh, Echline, Kirkliston",2,Alexander,Drake,,D,Georgia,Drake,,,M25.95,A41.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,1095,,1095,818,663,,1095,248,663,818,,,NA
1097,Joshua,Anderson,,B,M,,,6,JUNE,1887,"45 Corsar Croft, Kirkton, Angus",1,Charles,Anderson,,,Amy,Jones,,,A38.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1097,,1097,836,845,,1097,261,845,836,,,NA
1099,Sean,Grant,,B,M,,,10,APRIL,1894,"89 Upper Kinneddar, Fife",8,Samuel,Grant,,,Gemma,Mcbain,,D,X59.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1099,,1099,846,865,,1099,274,865,846,,,NA
1101,Sam,Anderson,,B,M,,,4,OCTOBER,1894,"12 Gearra Mor, Na h-Eileanan Siar",8,Kieran,Anderson,,,Jessica,Mullen,,D,J05.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1101,,1101,870,717,,1101,252,717,870,,,NA
1103,Joshua,Jones,WOOD SAWYER,W,M,,,14,DECEMBER,1950,"1 Linefield Road, Craigmill, Angus",65,Aydin,Jones,,D,Robyn,Anderson,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1103,,1103,910,863,,1103,277,863,910,,,NA
1105,Alexander,Drake,,B,M,,,3,DECEMBER,1886,"1 Huddart Street, Pulteneytown, Wick",0,Toby,Drake,,D,Sarah,Mcbain,,,R56.80,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1105,,1105,764,751,,1105,236,751,764,,,NA
1107,Rowan,Jones,,B,M,,,21,DECEMBER,1959,"2 Pilot Row, Broadhaven, Caithness",73,Rory,Jones,,D,Chantelle,Anderson,,D,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1107,,1107,830,799,,1107,257,799,830,,,NA
1109,Paul,Mcbain,AG LAB,W,M,Hollie Perrie,LODGING HO KEEPER,29,MARCH,1965,"6 Gearra Mor, Na h-Eileanan Siar",78,Kyle,Mcbain,,D,Rachel,Anderson,,D,R53.03,R54.05,A00.91,SYNTHETIC DATA PRODUCED USING VALIPOP,1109,330,1109,880,839,1158,1109,279,839,880,330,1158,NA
1111,Ryan,Jones,,B,M,,,11,DECEMBER,1889,"1 Baron's Court, Pulteneytown, Wick",2,Harry,Jones,,,Sarah,Drake,,,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1111,,1111,740,741,,1111,226,741,740,,,NA
1113,Simon,Cruickshanks,,B,M,,,14,SEPTEMBER,1895,"1 Mowat Place, Broadhaven, Wick",7,Aminur,Cruickshanks,,,Megan,Jones,,,A36.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1113,,1113,808,819,,1113,280,819,808,,,NA
1115,Joseph,Mullen,PLASH MILLER,M,M,Jessica Mullen,SERVANT,22,DECEMBER,1951,"1 Pilot Row, Broadhaven, Caithness",64,Joshua,Mullen,,D,Lauren,Mcbain,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1115,337,1115,806,665,1098,1115,240,665,806,337,1098,NA
1117,Matthew,Mcbain,TENANT,M,M,Natasha Cruickshanks,DOMESTIC SERVANT,2,SEPTEMBER,1951,"582 Rathad an Duin, Na h-Eileanan Siar",64,Thomas,Mcbain,,D,Chloe,Perrie,,D,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1117,345,1117,842,791,1172,1117,281,791,842,345,1172,NA
1119,Jacob,Mullen,RETIRED FARMER,W,M,Ellouise Cruickshanks,,29,APRIL,1951,"4 Gearra Mor, Na h-Eileanan Siar",63,Rory,Mullen,,D,Chloe,Drake,,D,I38.01,R68.87,K31.95,SYNTHETIC DATA PRODUCED USING VALIPOP,1119,328,1119,878,881,1046,1119,276,881,878,328,1046,NA
1121,Muhammad,Anderson,,B,M,,,5,JUNE,1890,"570 Rathad an Duin, Na h-Eileanan Siar",2,Teejay,Anderson,,,Faye,Mcbain,,,A00.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1121,,1121,822,771,,1121,263,771,822,,,NA
1123,Alex,Jones,,B,M,,,8,SEPTEMBER,1894,"2 Pilot Row, Broadhaven, Caithness",6,Rory,Jones,,,Chantelle,Anderson,,,A36.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1123,,1123,830,799,,1123,257,799,830,,,NA
1125,Tristen,Mcbain,,B,M,,,17,JUNE,1894,"1 Waverley Road, Pulteneytown, Wick",5,Thomas,Mcbain,,,Leoni,Anderson,,,A37.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1125,,1125,898,791,,1125,282,791,898,,,NA
1127,Ihtishaam,Jones,,B,M,,,11,DECEMBER,1891,"2 Pilot Row, Broadhaven, Caithness",2,Rory,Jones,,,Chantelle,Anderson,,,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1127,,1127,830,799,,1127,257,799,830,,,NA
1129,Joshua,Jones,,B,M,,,23,MARCH,1894,"13 Gearra Mor, Na h-Eileanan Siar",5,Danyaal,Jones,,,Kayleigh,Mullen,,,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1129,,1129,942,887,,1129,284,887,942,,,NA
1131,Jacob,Cruickshanks,,B,M,,,7,JULY,1892,"61 The Gardens, East Lothian",2,Jack,Cruickshanks,,,Penny,Drake,,,K63.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1131,,1131,800,801,,1131,256,801,800,,,NA
1133,Connor,Cruickshanks,,B,M,,,4,MAY,1892,"11 Gearra Mor, Na h-Eileanan Siar",2,Qasim,Cruickshanks,,,Natasha,Mcbain,,,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1133,,1133,802,789,,1133,242,789,802,,,NA
1135,Nicholas,Perrie,FARMER ABOUT 6 ACRES,W,M,Marya Mcbain,,26,DECEMBER,1964,"577 Rathad an Duin, Na h-Eileanan Siar",74,Dylan,Perrie,,D,Georgia,Drake,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1135,325,1135,818,835,1154,1135,278,835,818,325,1154,NA
1137,Thomas,Mcbain,BLACKSMITH,B,M,,,30,SEPTEMBER,1964,"169 Battery Road, Pulteneytown, Wick",74,Kyle,Mcbain,,D,Rachel,Anderson,,D,C76.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1137,,1137,880,839,,1137,279,839,880,,,NA
1139,Thomas,Mcbain,INNKEEPER,B,M,,,13,NOVEMBER,1964,"8 Swanson Drive, Harden, Wick",74,Oliver,Mcbain,,D,Chloe,Grant,,D,I38.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1139,,1139,876,843,,1139,264,843,876,,,NA
1141,Jake,Black,POST MASTER,W,M,Holly Mcbain,WIFE,23,NOVEMBER,1965,"2 Creag Ruadh Place, Na h-Eileanan Siar",75,Matthew,Black,,D,Laura,Cruickshanks,,D,R34.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1141,336,1141,940,929,1146,1141,283,929,940,336,1146,NA
1143,Thomas,Anderson,BREWERY LABOURER,W,M,Laura Powell,,21,APRIL,1966,"578 Rathad an Duin, Na h-Eileanan Siar",75,Rhys,Anderson,,D,Erin,Drake,,D,J20.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1143,326,1143,986,923,1144,1143,285,923,986,326,1144,NA
1145,Stephen,Anderson,,B,M,,,24,OCTOBER,1895,"1 Murray Crescent, Croc, North Ayrshire",4,Dipesh,Anderson,,,Charlotte,Mcbain,,,Q31.80,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1145,,1145,872,837,,1145,265,837,872,,,NA
1147,Lewis,Mcbain,STONE CUTTER'S SON,B,M,,,11,MARCH,1898,"8 Swanson Drive, Harden, Wick",6,Oliver,Mcbain,,D,Chloe,Grant,,,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1147,,1147,876,843,,1147,264,843,876,,,NA
1149,Connor,Mcbain,FARMER OF 21 ACRES EMPLOYING 1 WOMAN,M,M,Emily Cruickshanks,LABOURER,29,OCTOBER,1945,"2 Pàirc Bhatasgeir, Na h-Eileanan Siar",54,Thomas,Mcbain,,D,Leoni,Anderson,,D,C16.40,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1149,335,1149,898,791,1182,1149,282,791,898,335,1182,NA
1151,Guy,Cruickshanks,FARMER OF 300 ACRES,R,M,Alice Mullen,MAKER OF BONNET SHAPE,12,MARCH,1955,"1 Larkhall Burn, Glenburn Hall, Jedburgh",62,Jack,Cruickshanks,,D,Penny,Drake,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1151,347,1151,800,801,1196,1151,256,801,800,347,1196,NA
1153,Ben,Mcbain,AG LAB,M,M,Hannah Jones,MUSLIN SEWER,2,AUGUST,1962,"1 Oldwick Road, Pulteneytown, Wick",70,Shiv,Mcbain,,D,Alana,Grant,,D,J18.90,A09.01,,SYNTHETIC DATA PRODUCED USING VALIPOP,1153,329,1153,874,883,1160,1153,287,883,874,329,1160,NA
1155,Matthew,Mcbain,LABOURER IN A FOUNDRY,M,M,Laura Cruickshanks,,21,JANUARY,1962,"1 Rathad nam Beicearan, Na h-Eileanan Siar",70,Kyle,Mcbain,,D,Rachel,Anderson,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1155,342,1155,880,839,1186,1155,279,839,880,342,1186,NA
1157,Liam,Mcbain,INSPECTOR OF & REGISTRAR,W,M,Antonia Cruickshanks,ANNUITANT,30,SEPTEMBER,1962,"1 The Croft, The Holmes, Scottish Borders",69,Gordon,Mcbain,,D,Masuma,Anderson,,D,M79.00,J40.02,,SYNTHETIC DATA PRODUCED USING VALIPOP,1157,340,1157,932,939,1168,1157,289,939,932,340,1168,NA
1159,Adam,Perrie,FARMER OF 40 AC EMPLOYING 1 MAN 1 WOMAN 1 BOY,B,M,,,6,JANUARY,1964,"579 Rathad an Duin, Na h-Eileanan Siar",71,Jack,Perrie,,D,Erin,Mcbain,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1159,,1159,928,855,,1159,291,855,928,,,NA
1161,Jack,Anderson,FARMER OF 55 ACRES,B,M,,,22,DECEMBER,1964,"90 Meadow Bank, Moffat, Dumfries and Galloway",71,Rhys,Anderson,,D,Erin,Drake,,D,J20.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1161,,1161,986,923,,1161,285,923,986,,,NA
1163,Luke,Black,,B,M,,,12,JULY,1894,"198 School Lane, Na h-Eileanan Siar",1,Charles,Black,,,Lydia,Cruickshanks,,,G03.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1163,,1163,926,861,,1163,292,861,926,,,NA
1165,Matthew,Perrie,,B,M,,,4,JANUARY,1894,"1589 Castle Road, South Ayrshire",0,George,Perrie,,,Jessica,Cruickshanks,,,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1165,,1165,934,903,,1165,290,903,934,,,NA
1167,James,Jones,,B,M,,,26,NOVEMBER,1894,"2 Pilot Row, Broadhaven, Caithness",0,Rory,Jones,,,Chantelle,Anderson,,,A00.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1167,,1167,830,799,,1167,257,799,830,,,NA
1169,Luke,Mcbain,,B,M,,,14,DECEMBER,1894,"1 Waverley Road, Pulteneytown, Wick",0,Thomas,Mcbain,,,Leoni,Anderson,,,P07.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1169,,1169,898,791,,1169,282,791,898,,,NA
1171,Joseph,Black,,B,M,,,21,OCTOBER,1896,"4 Gearra Mor, Na h-Eileanan Siar",2,Matthew,Black,,,Laura,Cruickshanks,,D,J37.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1171,,1171,940,929,,1171,283,929,940,,,NA
1173,Harry,Cruickshanks,DAUR SON,B,M,,,17,FEBRUARY,1898,"1 Pilot Place, Broadhaven, Caithness",3,Muhammad,Cruickshanks,,,Chloe,Drake,,,P07.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1173,,1173,878,925,,1173,295,925,878,,,NA
1175,Jack,Black,,B,M,,,19,JULY,1898,"1 Cora Linn Court, North Ayrshire",2,Oliver,Black,,,Masuma,Anderson,,,A18.33,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1175,,1175,932,927,,1175,296,927,932,,,NA
1177,Daniel,Anderson,MARINE RAG DEALER,D,M,Amber Cruickshanks,TRAVELING PAUPER,24,AUGUST,1949,"237 The Paddock, East Lothian",52,Asim,Anderson,,D,Billie,Mcbain,,D,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1177,349,1177,886,869,1214,1177,298,869,886,349,1214,NA
1179,Jack,Mullen,FARMER OF 3 ACRES,M,M,Alexandra Mcbain,FOW FEEDER'S WIFE,13,MARCH,1958,"1 Piedmont Road, Girvan, South Ayrshire",61,Kieran,Mullen,,,Erin,Drake,,D,A09.02,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,1179,324,1179,986,989,1156,1179,299,989,986,324,1156,NA
1181,Cameron,Mullen,ENGRAVER HERALDIR ARTIST,M,M,Sophie Jones,,12,MARCH,1964,"2616 Main Street, Caithness",67,Niall,Mullen,,D,Isabel,Perrie,,D,K25.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1181,334,1181,1012,907,1184,1181,301,907,1012,334,1184,NA
1183,Daniel,Mcbain,IRON TURNER,B,M,,,15,JULY,1949,"169 Battery Road, Pulteneytown, Wick",51,Harry,Mcbain,,D,Rachel,Anderson,,D,A16.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1183,,1183,880,963,,1183,302,963,880,,,NA
1185,Mark,Black,COTTON WEAVER,M,M,Catharine Jones,,18,MARCH,1961,"1 Hartrigge Crescent, Scaurs, Scottish Borders",63,Oliver,Black,,D,Masuma,Anderson,,D,R60.91,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,1185,359,1185,932,927,1194,1185,296,927,932,359,1194,NA
1187,Felix,Grant,FORMERLY CARRIER,W,M,Daisy Mullen,SICK NURSE,25,FEBRUARY,1963,"1 Meadowpark, Belmont, Ayr",65,Samuel,Grant,,D,Jessica,Cruickshanks,,D,I51.90,I61.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,1187,344,1187,934,865,1200,1187,305,865,934,344,1200,NA
1189,Satnam,Drake,FARMER OF 45 ACRES,W,M,Darcie Cruickshanks,,26,OCTOBER,1964,"7 Gearra Mor, Na h-Eileanan Siar",66,Ellis,Drake,,D,Brooke,Mullen,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1189,351,1189,1014,991,1216,1189,300,991,1014,351,1216,NA
1191,Jordan,Cruickshanks,WITH 4 ACRE LAND,W,M,,,2,OCTOBER,1961,"4 Pilot Row, Broadhaven, Caithness",61,Dominic,Cruickshanks,,D,Uzma,Jones,,D,J60.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1191,,1191,794,809,,1191,306,809,794,,,NA
1193,Kieran,Mullen,LABOURER GENERAL,D,M,Catharine Jones,,17,SEPTEMBER,1962,"1 Cearn Lacasdail, Na h-Eileanan Siar",63,Ross,Mullen,,D,Jessica,Powell,,,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1193,346,1193,1030,961,1194,1193,307,961,1030,346,1194,NA
